svg	png	kind	xml	forbidden	dashed_marker	connector	geometry	endpoint	mixed_corner	sequence_style	render	png_dims	log
docs/images/readme-diagrams/07-jpa-convert-01-convert-jpa-basic-class-02.svg	docs/images/readme-diagrams/07-jpa-convert-01-convert-jpa-basic-class-02.png	class	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3200x2240	/tmp/exposed-r2dbc-diagram-audit/07-jpa-convert-01-convert-jpa-basic-class-02.svg.log
docs/images/readme-diagrams/07-jpa-convert-01-convert-jpa-basic-erd-03.svg	docs/images/readme-diagrams/07-jpa-convert-01-convert-jpa-basic-erd-03.png	erd	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3200x2080	/tmp/exposed-r2dbc-diagram-audit/07-jpa-convert-01-convert-jpa-basic-erd-03.svg.log
docs/images/readme-diagrams/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-architecture-02.svg	docs/images/readme-diagrams/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-architecture-02.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3200x2160	/tmp/exposed-r2dbc-diagram-audit/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-architecture-02.svg.log
docs/images/readme-diagrams/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-architecture-03.svg	docs/images/readme-diagrams/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-architecture-03.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3200x2080	/tmp/exposed-r2dbc-diagram-audit/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-architecture-03.svg.log
docs/images/readme-diagrams/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-architecture-04.svg	docs/images/readme-diagrams/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-architecture-04.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2640x1640	/tmp/exposed-r2dbc-diagram-audit/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-architecture-04.svg.log
docs/images/readme-diagrams/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-sequence-01.svg	docs/images/readme-diagrams/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-sequence-01.png	sequence	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	2640x1960	/tmp/exposed-r2dbc-diagram-audit/08-r2dbc-coroutines-01-exposed-r2dbc-coroutines-basic-sequence-01.svg.log
docs/images/readme-diagrams/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-architecture-02.svg	docs/images/readme-diagrams/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-architecture-02.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2640x1640	/tmp/exposed-r2dbc-diagram-audit/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-architecture-02.svg.log
docs/images/readme-diagrams/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-architecture-04.svg	docs/images/readme-diagrams/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-architecture-04.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2640x1640	/tmp/exposed-r2dbc-diagram-audit/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-architecture-04.svg.log
docs/images/readme-diagrams/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-class-03.svg	docs/images/readme-diagrams/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-class-03.png	class	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2560x1760	/tmp/exposed-r2dbc-diagram-audit/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-class-03.svg.log
docs/images/readme-diagrams/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-sequence-01.svg	docs/images/readme-diagrams/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-sequence-01.png	sequence	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	2640x1960	/tmp/exposed-r2dbc-diagram-audit/08-r2dbc-coroutines-02-exposed-r2dbc-virtualthreads-basic-sequence-01.svg.log
docs/images/readme-diagrams/09-spring-05-exposed-r2dbc-repository-coroutines-architecture-04.svg	docs/images/readme-diagrams/09-spring-05-exposed-r2dbc-repository-coroutines-architecture-04.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2640x1720	/tmp/exposed-r2dbc-diagram-audit/09-spring-05-exposed-r2dbc-repository-coroutines-architecture-04.svg.log
docs/images/readme-diagrams/09-spring-05-exposed-r2dbc-repository-coroutines-class-01.svg	docs/images/readme-diagrams/09-spring-05-exposed-r2dbc-repository-coroutines-class-01.png	class	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2560x1720	/tmp/exposed-r2dbc-diagram-audit/09-spring-05-exposed-r2dbc-repository-coroutines-class-01.svg.log
docs/images/readme-diagrams/09-spring-05-exposed-r2dbc-repository-coroutines-erd-03.svg	docs/images/readme-diagrams/09-spring-05-exposed-r2dbc-repository-coroutines-erd-03.png	erd	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2360x1440	/tmp/exposed-r2dbc-diagram-audit/09-spring-05-exposed-r2dbc-repository-coroutines-erd-03.svg.log
docs/images/readme-diagrams/09-spring-05-exposed-r2dbc-repository-coroutines-sequence-02.svg	docs/images/readme-diagrams/09-spring-05-exposed-r2dbc-repository-coroutines-sequence-02.png	sequence	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	3000x1880	/tmp/exposed-r2dbc-diagram-audit/09-spring-05-exposed-r2dbc-repository-coroutines-sequence-02.svg.log
docs/images/readme-diagrams/09-spring-07-spring-suspended-cache-architecture-03.svg	docs/images/readme-diagrams/09-spring-07-spring-suspended-cache-architecture-03.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2760x1720	/tmp/exposed-r2dbc-diagram-audit/09-spring-07-spring-suspended-cache-architecture-03.svg.log
docs/images/readme-diagrams/09-spring-07-spring-suspended-cache-architecture-04.svg	docs/images/readme-diagrams/09-spring-07-spring-suspended-cache-architecture-04.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2760x1800	/tmp/exposed-r2dbc-diagram-audit/09-spring-07-spring-suspended-cache-architecture-04.svg.log
docs/images/readme-diagrams/09-spring-07-spring-suspended-cache-architecture-05.svg	docs/images/readme-diagrams/09-spring-07-spring-suspended-cache-architecture-05.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2760x1720	/tmp/exposed-r2dbc-diagram-audit/09-spring-07-spring-suspended-cache-architecture-05.svg.log
docs/images/readme-diagrams/09-spring-07-spring-suspended-cache-class-02.svg	docs/images/readme-diagrams/09-spring-07-spring-suspended-cache-class-02.png	class	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2800x1880	/tmp/exposed-r2dbc-diagram-audit/09-spring-07-spring-suspended-cache-class-02.svg.log
docs/images/readme-diagrams/09-spring-07-spring-suspended-cache-sequence-01.svg	docs/images/readme-diagrams/09-spring-07-spring-suspended-cache-sequence-01.png	sequence	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	3000x2240	/tmp/exposed-r2dbc-diagram-audit/09-spring-07-spring-suspended-cache-sequence-01.svg.log
docs/images/readme-diagrams/10-multi-tenant-03-multitenant-spring-webflux-architecture-02.svg	docs/images/readme-diagrams/10-multi-tenant-03-multitenant-spring-webflux-architecture-02.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3200x2000	/tmp/exposed-r2dbc-diagram-audit/10-multi-tenant-03-multitenant-spring-webflux-architecture-02.svg.log
docs/images/readme-diagrams/10-multi-tenant-03-multitenant-spring-webflux-architecture-04.svg	docs/images/readme-diagrams/10-multi-tenant-03-multitenant-spring-webflux-architecture-04.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3200x1840	/tmp/exposed-r2dbc-diagram-audit/10-multi-tenant-03-multitenant-spring-webflux-architecture-04.svg.log
docs/images/readme-diagrams/10-multi-tenant-03-multitenant-spring-webflux-class-03.svg	docs/images/readme-diagrams/10-multi-tenant-03-multitenant-spring-webflux-class-03.png	class	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3200x2080	/tmp/exposed-r2dbc-diagram-audit/10-multi-tenant-03-multitenant-spring-webflux-class-03.svg.log
docs/images/readme-diagrams/10-multi-tenant-03-multitenant-spring-webflux-sequence-01.svg	docs/images/readme-diagrams/10-multi-tenant-03-multitenant-spring-webflux-sequence-01.png	sequence	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	3000x2160	/tmp/exposed-r2dbc-diagram-audit/10-multi-tenant-03-multitenant-spring-webflux-sequence-01.svg.log
docs/images/readme-diagrams/11-high-performance-02-cache-strategies-r2dbc-architecture-02.svg	docs/images/readme-diagrams/11-high-performance-02-cache-strategies-r2dbc-architecture-02.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3400x1920	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-02-cache-strategies-r2dbc-architecture-02.svg.log
docs/images/readme-diagrams/11-high-performance-02-cache-strategies-r2dbc-architecture-03.svg	docs/images/readme-diagrams/11-high-performance-02-cache-strategies-r2dbc-architecture-03.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3400x2240	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-02-cache-strategies-r2dbc-architecture-03.svg.log
docs/images/readme-diagrams/11-high-performance-02-cache-strategies-r2dbc-architecture-04.svg	docs/images/readme-diagrams/11-high-performance-02-cache-strategies-r2dbc-architecture-04.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3200x1840	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-02-cache-strategies-r2dbc-architecture-04.svg.log
docs/images/readme-diagrams/11-high-performance-02-cache-strategies-r2dbc-class-01.svg	docs/images/readme-diagrams/11-high-performance-02-cache-strategies-r2dbc-class-01.png	class	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3200x2240	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-02-cache-strategies-r2dbc-class-01.svg.log
docs/images/readme-diagrams/11-high-performance-03-routing-datasource-architecture-03.svg	docs/images/readme-diagrams/11-high-performance-03-routing-datasource-architecture-03.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3960x1960	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-03-routing-datasource-architecture-03.svg.log
docs/images/readme-diagrams/11-high-performance-03-routing-datasource-architecture-04.svg	docs/images/readme-diagrams/11-high-performance-03-routing-datasource-architecture-04.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3400x2200	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-03-routing-datasource-architecture-04.svg.log
docs/images/readme-diagrams/11-high-performance-03-routing-datasource-architecture-05.svg	docs/images/readme-diagrams/11-high-performance-03-routing-datasource-architecture-05.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3800x1960	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-03-routing-datasource-architecture-05.svg.log
docs/images/readme-diagrams/11-high-performance-03-routing-datasource-class-01.svg	docs/images/readme-diagrams/11-high-performance-03-routing-datasource-class-01.png	class	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3400x2200	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-03-routing-datasource-class-01.svg.log
docs/images/readme-diagrams/11-high-performance-03-routing-datasource-sequence-02.svg	docs/images/readme-diagrams/11-high-performance-03-routing-datasource-sequence-02.png	sequence	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	4760x2960	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-03-routing-datasource-sequence-02.svg.log
docs/images/readme-diagrams/11-high-performance-04-cache-strategies-ktor-r2dbc-architecture-01.svg	docs/images/readme-diagrams/11-high-performance-04-cache-strategies-ktor-r2dbc-architecture-01.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	3800x2120	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-04-cache-strategies-ktor-r2dbc-architecture-01.svg.log
docs/images/readme-diagrams/11-high-performance-05-cache-strategies-ktor-r2dbc-coroutines-architecture-01.svg	docs/images/readme-diagrams/11-high-performance-05-cache-strategies-ktor-r2dbc-coroutines-architecture-01.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	4000x2200	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-05-cache-strategies-ktor-r2dbc-coroutines-architecture-01.svg.log
docs/images/readme-diagrams/11-high-performance-06-routing-datasource-ktor-r2dbc-architecture-01.svg	docs/images/readme-diagrams/11-high-performance-06-routing-datasource-ktor-r2dbc-architecture-01.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	4000x2100	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-06-routing-datasource-ktor-r2dbc-architecture-01.svg.log
docs/images/readme-diagrams/11-high-performance-architecture-01.svg	docs/images/readme-diagrams/11-high-performance-architecture-01.png	architecture	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2640x1640	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-architecture-01.svg.log
docs/images/readme-diagrams/11-high-performance-class-02.svg	docs/images/readme-diagrams/11-high-performance-class-02.png	class	PASS	PASS	PASS	PASS	PASS	PASS	PASS	SKIP	PASS	2640x1720	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-class-02.svg.log
docs/images/readme-diagrams/11-high-performance-sequence-03.svg	docs/images/readme-diagrams/11-high-performance-sequence-03.png	sequence	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	3680x2600	/tmp/exposed-r2dbc-diagram-audit/11-high-performance-sequence-03.svg.log
